Date,Open,High,Low,Close,Volume
2015-01-05,2523.3675390625,2523.3675390625,2426.31494140625,2426.31494140625,1179900
2015-01-06,2329.2622552306866,2377.7885522146594,2251.6201800563304,2261.325439453125,1269500
2015-01-07,2251.6201941779045,2358.378048212202,2251.6201941779045,2338.967529296875,1026000
2015-01-08,2368.083235401218,2387.493753724179,2290.441162109375,2290.441162109375,614500
2015-01-09,2300.1463950020925,2319.5569131033762,2106.041213989258,2173.97802734375,1818500
2015-01-13,2135.1569475446427,2241.914794921875,2115.7464298396912,2241.914794921875,923200
2015-01-14,2203.093740146791,2232.2095164482903,2154.5674463109585,2164.272705078125,627900
2015-01-15,2173.978090277778,2222.504386935764,2164.2728309461804,2183.683349609375,758200
2015-01-16,2164.272823281957,2173.9780825791854,2086.630748904129,2144.8623046875,853600
2015-01-19,2154.5675639847286,2173.9780825791854,2115.7465267958146,2144.8623046875,455400
2015-01-20,2144.862248272535,2465.135796657122,2144.862248272535,2436.02001953125,3338600
2015-01-21,2416.609681640625,2484.5465,2368.0833828125,2426.31494140625,2068200
2015-01-22,2474.841176228351,2562.18851185994,2397.199100111383,2416.609619140625,2362100
2015-01-23,2474.8410466615005,2494.251564674532,2387.4937156028595,2397.198974609375,1026500
2015-01-26,2397.199150148502,2406.9044098657023,2338.9675918452995,2348.6728515625,600500
2015-01-27,2338.9675220859704,2348.6727815137133,2261.3254466640296,2300.146484375,859200
2015-01-28,2300.1463929438496,2465.135796657122,2271.0306158179783,2436.02001953125,1390400
2015-01-29,2416.609448049951,2542.777812807579,2416.609448049951,2465.1357421875,1946200
2015-01-30,2503.95698150059,2591.3043180645636,2474.8412026459314,2571.893798828125,1933500
2015-02-02,2601.009514086174,2649.535810990767,2523.3674390388255,2562.1884765625,2264700
2015-02-03,2591.304207326741,2668.946280954509,2562.1884297163283,2630.125244140625,1773300
2015-02-04,2659.241085276884,2678.6516041475184,2630.125306970933,2639.83056640625,1538200
2015-02-05,2659.2411419609666,2746.5884787407063,2610.71484375,2610.71484375,2447100
2015-02-06,2591.3042151988634,2668.9462890625,2445.7253267045453,2668.9462890625,2012900
2015-02-09,2698.0621230181523,2707.7673824534695,2630.125306970933,2639.83056640625,1063500
2015-02-10,2668.94640160316,2678.6516612453534,2503.9569876858736,2610.71484375,1078600
2015-02-12,2649.535698784722,2659.2409577546296,2571.893627025463,2620.419921875,998900
2015-02-13,2736.883141882945,2940.693588618909,2727.1778825145657,2863.051513671875,9373000
2015-02-16,2930.9882599542443,3115.38818359375,2921.2830008153232,3115.38818359375,5105600
2015-02-17,3125.093473945568,3144.5039924172797,2960.104066936019,2969.809326171875,5625700
2015-02-18,3018.3356674656725,3222.146114464962,2989.2198893229165,3202.735595703125,7287400
2015-02-19,3299.788059141578,3358.0196131264292,3144.503915181974,3183.324951171875,6851300
2015-02-20,3193.0303053157345,3202.7355646024084,3018.335638155603,3047.451416015625,3617600
2015-02-23,3018.335707135335,3105.683042711599,2950.398890576019,3095.977783203125,2948000
2015-02-24,3086.2724370021447,3086.2724370021447,2960.104066936019,2969.809326171875,2258900
2015-02-25,2989.219970703125,3018.335749638545,2901.872633896865,2989.219970703125,2192700
2015-02-26,2969.809374346781,3008.6304119199417,2901.87255859375,2901.87255859375,1377300
2015-02-27,2882.4619852028145,2979.5145772971855,2863.05146678394,2930.98828125,1480800
2015-03-02,2950.398718261719,3125.093379211426,2950.398718261719,3105.682861328125,2495100
2015-03-03,3115.388261274858,3222.146114464962,3047.451445608428,3202.735595703125,3614600
2015-03-04,3163.9146265741606,3299.7882608442164,3115.388328620569,3251.261962890625,4089300
2015-03-05,3251.261773166886,3299.7880682887803,3163.9144419474774,3222.14599609375,3775900
2015-03-06,3202.7356305803573,3251.2619280133927,3057.15673828125,3057.15673828125,2206900
2015-03-09,3037.746156728951,3134.798749595691,2989.2198602955814,3047.451416015625,1822200
2015-03-10,2591.3042392730713,2620.4200172424316,2436.0200901031494,2484.54638671875,7420400
2015-03-11,2513.662179657907,2639.8305516098485,2503.9569202769885,2562.1884765625,3592300
2015-03-12,2601.009441361004,2610.71470047056,2484.5463320463323,2513.662109375,2358500
2015-03-13,2513.6622004854507,2688.3568707894588,2503.956941024117,2678.651611328125,4363700
2015-03-16,2707.767403616032,2843.641036772392,2630.1253275266836,2756.293701171875,4940200
2015-03-17,2814.525224054139,2911.5778179870404,2756.293667694398,2901.87255859375,3595500
2015-03-18,2882.462108411287,3154.209377891139,2785.4095121684827,2950.39892578125,3096100
2015-03-19,2998.9252239026523,3105.683079769737,2921.283146908409,2950.39892578125,1299300
2015-03-20,2979.514593308972,3008.63037109375,2843.6409636466738,3008.63037109375,1452100
2015-03-23,2998.925217285156,3008.630476888021,2892.167361653646,2911.577880859375,779800
2015-03-24,2863.051506121134,2911.5778028350514,2824.23046875,2824.23046875,1146300
2015-03-25,2678.6515856726696,2892.167291777013,2668.9463263042903,2863.051513671875,6922300
2015-03-26,2833.935591419956,2843.640850294682,2756.293520422149,2765.998779296875,1069800
2015-03-27,2775.704156774514,2795.114675353357,2630.1252674331936,2746.58837890625,2207900
2015-03-30,2727.177929348416,2804.820005628798,2659.2411126030815,2795.11474609375,996900
2015-03-31,2814.5252718990796,2892.167348365261,2795.114752782534,2833.935791015625,1422200
2015-04-01,2824.2304610940223,2824.2304610940223,2746.5883865622277,2785.409423828125,784700
2015-04-02,2775.704038171601,2814.5250736705043,2727.1777437979713,2765.998779296875,579700
2015-04-03,2736.8831752232145,2756.2936941964285,2688.3568777901787,2717.47265625,638300
2015-04-06,2717.472555226293,2833.9356647359914,2707.767296100485,2814.525146484375,1026200
2015-04-07,2833.9356102015786,2863.051387018718,2756.2935386892063,2843.640869140625,1386400
2015-04-08,2814.5251547884777,2872.756709715136,2795.114636479592,2853.34619140625,1043700
2015-04-09,2833.935791015625,2853.3463101321704,2814.5252718990796,2833.935791015625,365500
2015-04-10,2833.9358163808847,2989.219970703125,2824.230556735745,2989.219970703125,3121000
2015-04-13,3028.040873344371,3047.451391763245,2863.05146678394,2930.98828125,2129500
2015-04-14,2940.6936786358174,3037.746275290465,2911.5778996394233,3028.041015625,2131000
2015-04-15,3037.7461408228655,3076.5671777662888,2969.809326171875,2969.809326171875,1847500
2015-04-16,2989.2199830646755,3066.862060546875,2960.104204008851,3066.862060546875,1644700
2015-04-17,3066.862060546875,3086.272579917425,3018.3357621205005,3066.862060546875,1561800
2015-04-20,3076.5672709462074,3212.44090436339,3057.15675188661,3134.798828125,3849100
2015-04-21,3163.9144419474774,3231.851255118129,3125.0934058499624,3222.14599609375,2165800
2015-04-22,3260.9670308147633,3484.18798828125,3251.2617717944813,3484.18798828125,5189500
2015-04-23,3581.240617423222,3581.240617423222,3377.43017578125,3377.43017578125,3916900
2015-04-24,3387.1354748269787,3629.7669558317766,3338.609178626019,3571.535400390625,5237700
2015-04-27,3571.5354452327806,3852.987966732103,3503.5986296984615,3804.461669921875,4776100
2015-04-28,3775.345795572917,3843.282609375,3590.9458723958332,3639.47216796875,3837200
