Date,Open,High,Low,Close,Volume,Turnover
2024-12-16,1440.0,1930.0,1440.0,1705.0,143383200,238921087400.0
2024-12-23,1785.0,1786.0,1553.0,1645.0,79095600,126620204600.0
2024-12-30,1645.0,1717.0,1620.0,1640.0,10288300,16872812000.0
2025-01-06,1690.0,2180.0,1663.0,2009.0,93295300,182408104500.0
2025-01-13,1985.0,2066.0,1738.0,1788.0,37709300,69581322200.0
2025-01-20,1816.0,1905.0,1708.0,1815.0,31011000,55588095500.0
2025-01-27,1813.0,1822.0,1656.0,1807.0,33336100,58366422100.0
2025-02-03,1738.0,1810.0,1691.0,1697.0,11838000,20565854700.0
2025-02-10,1698.0,1988.0,1685.0,1883.0,23402500,43846849600.0
2025-02-17,1950.0,2570.0,1950.0,2333.0,119440000,275337498000.0
2025-02-24,2236.0,2847.0,2227.0,2670.0,72782000,193902276500.0
2025-03-03,2800.0,2823.0,2321.0,2790.0,78062400,202651212800.0
2025-03-10,2733.0,2968.0,2547.0,2960.0,85887700,239196759100.0
2025-03-17,3120.0,3250.0,2970.0,2970.0,33841800,104874431500.0
2025-03-24,2920.0,2945.0,2505.0,2564.0,40091000,106022700300.0
2025-03-31,2500.0,2516.0,1790.0,1883.0,45978700,98541357700.0
2025-04-07,1580.0,2080.0,1510.0,1982.0,57091700,103609462800.0
2025-04-14,2081.0,2133.0,1778.0,1782.0,33922200,63813582800.0
2025-04-21,1761.0,1905.0,1750.0,1870.0,24183800,44136517800.0
2025-04-28,1893.0,1894.0,1805.0,1825.0,17987700,33393417400.0
2025-05-05,1828.0,2055.0,1828.0,2046.0,20271300,39875904800.0
2025-05-12,2040.0,2324.0,2031.0,2221.0,42495400,94506775500.0
2025-05-19,2171.0,2246.0,2047.0,2058.0,17531500,37703500100.0
2025-05-26,2035.0,2199.0,2008.0,2099.0,20550300,43466046700.0
2025-06-02,2081.0,2278.0,1981.0,2165.0,27601300,57834213500.0
2025-06-09,2208.0,2233.0,2005.0,2010.0,27743500,58535151500.0
2025-06-16,2002.0,2318.0,1950.0,2284.0,36022400,78041917200.0
2025-06-23,2234.0,2689.0,2210.0,2523.0,51134700,129901587700.0
2025-06-30,2565.0,2599.0,2260.0,2380.0,42857700,104937937400.0
2025-07-07,2450.0,2725.0,2405.0,2488.0,58640600,150877104100.0
2025-07-14,2500.0,2510.0,2314.0,2353.0,34405200,83251833400.0
2025-07-21,2323.0,2624.0,2323.0,2457.0,37122800,93226562700.0
2025-07-28,2475.0,2498.0,2395.0,2424.0,18248800,44616104000.0
2025-08-04,2324.0,2419.0,2270.0,2364.0,19240100,45188153600.0
2025-08-11,2564.0,2699.0,2464.0,2560.0,49572800,128366908500.0
2025-08-18,2570.0,2620.0,2280.0,2403.0,29172100,70035281800.0
2025-08-25,2479.0,2645.0,2367.0,2596.0,27457900,69044843800.0
2025-09-01,2549.0,3115.0,2541.0,3065.0,55241900,156760903800.0
2025-09-08,3085.0,4500.0,3040.0,4440.0,102218600,389062284500.0
2025-09-15,4750.0,4860.0,4310.0,4530.0,111047300,505984538000.0
2025-09-22,4550.0,5180.0,4355.0,4395.0,82869200,394092873500.0
2025-09-29,4465.0,6410.0,4420.0,6180.0,116390800,610549770500.0
2025-10-06,6380.0,6520.0,5800.0,6160.0,87621600,535584080000.0
2025-10-13,6230.0,6980.0,5850.0,6560.0,76576600,493708960000.0
2025-10-20,6700.0,8870.0,6590.0,8780.0,114413400,879298201000.0
2025-10-27,9980.0,11110.0,9200.0,10825.0,135408800,1386488352000.0
2025-11-03,11360.0,12135.0,9310.0,12040.0,116633200,1304332185000.0
2025-11-10,13090.0,14405.0,10025.0,10025.0,143261400,1873611864500.0
2025-11-17,10000.0,12590.0,9340.0,10030.0,263305200,2823452901000.0
2025-11-24,10800.0,11290.0,8353.0,9406.0,198902800,1801434500500.0
2025-12-01,9706.0,9721.0,8727.0,9430.0,207308700,1887747956600.0
2025-12-08,9580.0,10280.0,9375.0,9890.0,147463300,1444573712200.0
2025-12-15,9440.0,9620.0,8598.0,9340.0,196788800,1815119901000.0
2025-12-22,9600.0,11450.0,9556.0,11415.0,158088200,1672704590700.0
2025-12-29,11500.0,11555.0,10330.0,10435.0,59527500,629528374500.0
2026-01-05,11350.0,13860.0,10945.0,12690.0,181749400,2232542348000.0
2026-01-12,13690.0,14790.0,13025.0,14750.0,113284000,1576995991500.0
2026-01-19,14300.0,18490.0,14230.0,17335.0,172048900,2845548818000.0
2026-01-26,17200.0,21610.0,17095.0,21360.0,175417800,3387388250000.0
2026-02-02,19860.0,21135.0,18280.0,19095.0,189431800,3717082377000.0
2026-02-09,20695.0,24420.0,18505.0,22845.0,149814600,3142379208500.0
2026-02-16,23030.0,23570.0,20190.0,20560.0,115497000,2488702229000.0
2026-02-23,21175.0,22780.0,20400.0,21210.0,108947400,2353397223000.0
2026-03-02,20700.0,22465.0,18300.0,19975.0,151618900,3048031839500.0
2026-03-09,17975.0,22345.0,16850.0,21065.0,160587500,3225087518500.0
2026-03-16,21600.0,23410.0,21245.0,22360.0,149991400,3376498939000.0
2026-03-23,21360.0,22445.0,19075.0,20270.0,194941000,4145348055500.0
2026-03-30,19370.0,22400.0,18540.0,21850.0,189482100,3910182357500.0
2026-04-06,22120.0,30490.0,21955.0,30140.0,210586200,5633152234000.0
2026-04-13,29550.0,36870.0,29530.0,30530.0,212487900,6952146993000.0
2026-04-20,31180.0,36680.0,30090.0,34580.0,156561700,5264949959000.0
2026-04-27,35410.0,38270.0,35030.0,36410.0,97780000,3569183193000.0
