Date,Open,High,Low,Close,Volume,Turnover
2020-12-14,189.6120073751438,193.1001473348759,142.20898410493294,151.6001434326172,45789000,6768072787.765503
2020-12-21,155.0883062337268,168.41481871410141,120.29631015989514,122.17453002929688,25891000,3547481065.437317
2020-12-28,122.1745149195801,124.85770326790997,114.97315441249856,120.33553314208984,2276000,273160952.3925781
2021-01-04,118.69956377583833,133.5142686173099,116.3364736083141,123.60749816894531,4081000,506762299.45373535
2021-01-11,124.06194280384962,124.06194280384962,111.51941357647885,114.06428527832031,1737000,205698428.46679688
2021-01-18,111.33763463182228,126.33414518647626,110.4287559817666,122.1532974243164,2046000,246727116.355896
2021-01-25,122.69861774688312,125.51614710916658,113.60984115745293,114.70049285888672,1009000,120839599.03717041
2021-02-01,113.60983808610374,129.06076936541865,113.60983808610374,120.42642211914062,2589000,309786566.368103
2021-02-08,119.88109503618861,119.97198845358456,112.97362266277476,116.06380462646484,1134000,131584004.8751831
2021-02-15,118.2451174874623,120.97176357532953,109.79254898742835,110.0652084350586,2161000,248372915.71044922
2021-02-22,110.51964778196981,112.51917790223534,105.06637116228401,105.42992401123047,1368000,147437933.83789062
2021-03-01,105.5208084252568,107.33857131907399,94.0689502969106,98.52245330810547,1788000,179815471.15325928
2021-03-08,99.97666416950089,102.9759668682638,98.15889969205304,101.06732177734375,651000,65376010.78796387
2021-03-15,101.15819487792099,105.33904595776173,100.15842283178196,104.52104949951172,469000,48382702.07977295
2021-03-22,104.52104471497617,109.70165135890576,98.15889897249569,108.70188903808594,1182000,124790132.65991211
2021-03-29,111.42853525807968,115.88202941894531,106.79325494109247,114.97314453125,1265000,141281925.5065918
2021-04-05,116.33647365196079,117.24535235236674,109.2472060561247,111.5194091796875,533000,60476604.25567627
2021-04-12,111.24675870500457,113.97338361765642,107.70213024675354,111.24675750732422,510000,56833457.35168457
2021-04-19,111.24675870500457,113.8824992509118,106.42969762051959,107.33856964111328,496000,53944040.97747803
2021-04-26,107.42945362032407,108.33833592202407,100.52197658746583,101.97618103027344,468000,48527666.26739502
2021-05-03,101.97618116140869,103.70305327653314,101.06730251671095,103.3395004272461,141000,14433447.34954834
2021-05-10,106.06615311961197,106.06615311961197,96.15936407989795,101.43087005615234,424000,42604416.53442383
2021-05-17,101.61264487027195,107.33856964111328,98.15890291978687,105.06637573242188,488000,50740243.18695068
2021-05-24,105.33904501287765,110.33788299560547,102.79418182373047,110.33788299560547,393000,42251316.84112549
2021-05-31,110.88320886548202,110.88320886548202,102.703304335405,103.88484954833984,435000,46493966.9342041
2021-06-07,104.52105492710167,106.6114740807847,101.79441420627441,103.70305633544922,247000,25682548.789978027
2021-06-14,104.52105064823326,104.52105064823326,99.34044383211088,99.522216796875,341000,34320713.12713623
2021-06-21,98.15890930746203,104.15749442174996,96.70470463048675,102.24884796142578,423000,42621684.97467041
