Date,Open,High,Low,Close,Volume,Turnover
2023-07-24,406.461246076611,505.7798156738281,398.7640569328267,505.7798156738281,30200000,15274550433.34961
2023-07-31,555.4391254885131,629.9280560412865,507.7661668234485,541.5344848632812,72560400,38322693765.600586
2023-08-07,559.9084259033203,564.1294650342988,480.205276792104,487.9024658203125,16197600,8281669260.021973
2023-08-14,475.4876497163729,620.4927351482428,446.9335610911077,617.761474609375,18516000,10480424141.625977
2023-08-21,647.805340536921,719.8113284552867,586.7244646548231,669.9037475585938,33332000,21323690543.9209
2023-08-28,685.2981274661013,815.6537521941752,657.9855200934054,681.0770874023438,49432800,36006655309.74121
2023-09-04,687.7811231083156,720.8044973249916,664.1929618464779,690.2640380859375,25941600,17950338538.476562
2023-09-11,645.0741072805305,655.9991498980606,479.2120986251901,576.0477294921875,69390000,39441471605.27344
2023-09-18,579.275541778046,631.1694930131988,544.0174398639579,544.7623291015625,20378800,12171586143.945312
2023-09-25,540.0447315073269,599.3875678598064,511.4906140293288,571.330078125,12866000,7215206506.0546875
2023-10-02,572.5715813085395,582.2551423107221,502.3036657379256,513.9735717773438,8775600,4641210450.134277
2023-10-09,514.9668005901834,540.2930228531856,482.1916715265845,538.306640625,8399600,4321928687.536621
2023-10-16,525.8918244040848,552.9561436738567,489.3922436987537,496.3445434570313,8344800,4315945198.754883
2023-10-23,486.41270643664944,517.4497480033648,439.7329581755572,445.94036865234375,11390400,5338452202.905273
2023-10-30,441.9676497671397,468.7836388884101,435.7602389558035,451.1546020507813,8000400,3631880797.9125977
2023-11-06,460.5898552016158,521.4225014997387,460.5898552016158,499.8207092285156,8542400,4297786217.919922
2023-11-13,502.0553830254347,564.8743896484375,489.88885791749885,533.0924072265625,5969200,3186496328.955078
2023-11-20,535.82371420024,676.6077572360238,528.3748210463906,661.21337890625,25016400,15586133298.291016
2023-11-27,670.4003285553496,684.8015207983904,584.7380577487953,600.6290283203125,13530400,8589995483.129883
2023-12-04,603.3602884123873,622.72740878118,556.4323026425244,559.66015625,8344800,4904047493.237305
2023-12-11,571.0817530679807,695.2300021235694,548.4867882156038,694.23681640625,29341200,17929184012.79297
2023-12-18,683.3117805042879,722.5426250791061,650.2883281598772,685.5464477539062,15213200,10485692124.438477
2023-12-25,688.029364212454,749.8552022359642,660.7168059906402,709.3828735351562,10770400,7675516485.839844
2024-01-01,689.7674412268203,754.8211019904729,687.0361806604075,729.7431640625,4439600,3239767751.171875
2024-01-08,724.0323769309304,784.6167194020767,710.624369950728,780.8922729492188,6080400,4646954026.269531
