Date,Open,High,Low,Close,Volume,Turnover
2018-06-18,5000.0,6000.0,4550.0,4550.0,63366900,323021502000.0
2018-06-25,4515.0,4890.0,4165.0,4535.0,19623400,89060568500.0
2018-07-02,4600.0,4795.0,4220.0,4225.0,7054200,31075599000.0
2018-07-09,4275.0,4695.0,4245.0,4410.0,5599800,25125173000.0
2018-07-16,4410.0,4800.0,4245.0,4800.0,5751900,26638912500.0
2018-07-23,4865.0,4975.0,4545.0,4685.0,6149500,29164042000.0
2018-07-30,4710.0,4850.0,4560.0,4600.0,3654800,17056148500.0
2018-08-06,4600.0,4815.0,4220.0,4225.0,6903500,30348299500.0
2018-08-13,4100.0,4100.0,3650.0,3835.0,7565400,29195671500.0
2018-08-20,3870.0,3870.0,3335.0,3540.0,7022000,25057698000.0
2018-08-27,3620.0,3735.0,3495.0,3700.0,4252300,15266776500.0
2018-09-03,3750.0,3785.0,3235.0,3235.0,6800600,23662872000.0
2018-09-10,3230.0,3290.0,3045.0,3075.0,4137100,12926830000.0
2018-09-17,3075.0,3680.0,3020.0,3450.0,6363800,21873335000.0
2018-09-24,3450.0,3870.0,3450.0,3755.0,4968800,18256681000.0
2018-10-01,3770.0,3780.0,3505.0,3520.0,4414900,15927863500.0
2018-10-08,3520.0,3520.0,3040.0,3255.0,4948100,16001837000.0
2018-10-15,3270.0,3280.0,3080.0,3115.0,2501500,7877515000.0
2018-10-22,3100.0,3160.0,2752.0,2834.0,5711000,16711643700.0
2018-10-29,2800.0,3050.0,2626.0,2965.0,5709900,16114256700.0
2018-11-05,2940.0,3440.0,2935.0,3115.0,6293300,19398018000.0
2018-11-12,3150.0,3300.0,2835.0,2835.0,4377300,13348557400.0
2018-11-19,2836.0,2906.0,2709.0,2750.0,2011600,5588980500.0
2018-11-26,2741.0,2865.0,2628.0,2725.0,6050300,16510501000.0
2018-12-03,2755.0,2817.0,2563.0,2568.0,4012200,10628218500.0
2018-12-10,2550.0,2690.0,2428.0,2478.0,4223400,10814558600.0
2018-12-17,2401.0,2420.0,1820.0,1859.0,12625900,25753170000.0
2018-12-24,1859.0,1928.0,1704.0,1842.0,6364300,11278876500.0
2018-12-31,1842.0,1862.0,1784.0,1849.0,716200,1324253800.0
2019-01-07,1929.0,2105.0,1891.0,1978.0,4203400,8463083500.0
2019-01-14,1980.0,2228.0,1980.0,2204.0,2927300,6255282700.0
2019-01-21,2259.0,2346.0,2070.0,2313.0,5381200,11900268500.0
2019-01-28,2352.0,2390.0,2144.0,2390.0,4973700,11340208200.0
2019-02-04,2387.0,2560.0,2205.0,2455.0,6594800,15774111000.0
